problem_id,submission_id,technique,bleu_score,explicit_jaccard,implicit_structural,fusion_semantic_score,h_obfuscated,h_deobfuscated,delta_entropy,halstead_effort_gt,halstead_effort_obf,halstead_effort_rec,readability_improvement_pct,testcase_pass_rate,binary_size_reduction_pct
p03620,s614402567,fla_bcf_instsub,0.8624271711672373,0.8695652173913043,1.0,0.9478260869565217,5.526599580897782,5.526599580897782,0.0,668845.7542708188,668845.7542708188,668845.7542708188,0.0,100.0,38.217703349282296
p03620,s614402567,fla_instsub,0.8624271711672373,0.8695652173913043,1.0,0.9478260869565217,5.526599580897782,5.526599580897782,0.0,668845.7542708188,668845.7542708188,668845.7542708188,0.0,100.0,10.948275862068964
p03620,s614402567,instsub,0.8624271711672373,0.8695652173913043,1.0,0.9478260869565217,5.526599580897782,5.526599580897782,0.0,668845.7542708188,668845.7542708188,668845.7542708188,0.0,100.0,-14.214601769911505
p03631,s408782718,bcf,0.9660400982810189,0.948051948051948,1.0,0.9792207792207792,5.541660932318068,5.493361150394198,0.04829978192387063,1571751.4649705575,1570532.7266120191,1571751.4649705575,-0.07760031598752157,100.0,5.575158786167961
p03631,s408782718,bcf_instsub,0.9660400982810189,0.948051948051948,1.0,0.9792207792207792,5.584427454319779,5.493361150394198,0.09106630392558124,1571751.4649705575,1650403.628793681,1571751.4649705575,4.765632021823187,100.0,19.994022713687986
p03631,s408782718,fla,0.9660400982810189,0.948051948051948,1.0,0.9792207792207792,5.557493337297568,5.493361150394198,0.06413218690336997,1571751.4649705575,1589332.3335328316,1571751.4649705575,1.1061795064091278,100.0,-15.245478036175712
p03631,s408782718,fla_bcf,0.9660400982810189,0.948051948051948,1.0,0.9792207792207792,5.601991611153045,5.493361150394198,0.10863046075884686,1571751.4649705575,1591989.4489857832,1571751.4649705575,1.2712385768711458,100.0,30.637636080870916
p03631,s408782718,fla_bcf_instsub,0.9660400982810189,0.948051948051948,1.0,0.9792207792207792,5.640788397859335,5.493361150394198,0.1474272474651377,1571751.4649705575,1688795.7505885558,1571751.4649705575,6.930635962176461,100.0,45.16591560835723
p03631,s408782718,fla_instsub,0.9660400982810189,0.948051948051948,1.0,0.9792207792207792,5.598801415433496,5.493361150394198,0.10544026503929871,1571751.4649705575,1683498.3886453595,1571751.4649705575,6.637780257379404,100.0,5.539872971065632
p03631,s408782718,instsub,0.9660400982810189,0.948051948051948,1.0,0.9792207792207792,5.539042146379833,5.493361150394198,0.04568099598563524,1571751.4649705575,1647642.1005871308,1571751.4649705575,4.6060145944031134,100.0,-15.245478036175712
p03668,s188407452,bcf,0.9283380742296361,0.95,1.0,0.98,5.797165404846358,5.797165404846358,0.0,1659194.4197085209,1659194.4197085209,1659194.4197085209,0.0,100.0,32.41626794258373
p03668,s188407452,bcf_instsub,0.9283380742296361,0.95,1.0,0.98,5.797165404846358,5.797165404846358,0.0,1659194.4197085209,1659194.4197085209,1659194.4197085209,0.0,100.0,32.38636363636363
p03668,s188407452,fla,0.9283380742296361,0.95,1.0,0.98,5.797165404846358,5.797165404846358,0.0,1659194.4197085209,1659194.4197085209,1659194.4197085209,0.0,100.0,20.19774011299435
